"2","USAID","Livelihoods and Enterprise for Agricultural Development (LEAD)","Livelihoods and Enterprises for Agricultural Development (LEAD) is a USAID-funded project with an estimated budget of $36 million over five years.  LEADs primary objective is to increase productivity, trade capacity, and competitiveness in selected agricultural value chains.  The program aims to improve farming practices, increase market access, and ensure empowered relationships between producers, input suppliers, agro-processors, and product buyers.  Overall, LEADs approach is characterized by 1) a market-driven strategy; 2) strategic partnerships/ alliances; 3) a participatory technology transfer methodology; and 4) outreach via commercially-oriented producer organizations.  Following the approval of the USAID Uganda Feed the Future strategy in March 2011, LEAD activities were redirected in order to be consistent with the strategy.  Major aspects of the redirection include a reduction in the number of value chains.  The major focus is now on maize, beans and coffee.  The number of focus districts was also reduced.","7/25/08","7/25/08","7/31/13","","Luwero","Associates in Rural Development (ARD)","Implementation","Industrial crops/export crops","0.8091","32.5644"
"2","USAID","Livelihoods and Enterprise for Agricultural Development (LEAD)","Livelihoods and Enterprises for Agricultural Development (LEAD) is a USAID-funded project with an estimated budget of $36 million over five years.  LEADs primary objective is to increase productivity, trade capacity, and competitiveness in selected agricultural value chains.  The program aims to improve farming practices, increase market access, and ensure empowered relationships between producers, input suppliers, agro-processors, and product buyers.  Overall, LEADs approach is characterized by 1) a market-driven strategy; 2) strategic partnerships/ alliances; 3) a participatory technology transfer methodology; and 4) outreach via commercially-oriented producer organizations.  Following the approval of the USAID Uganda Feed the Future strategy in March 2011, LEAD activities were redirected in order to be consistent with the strategy.  Major aspects of the redirection include a reduction in the number of value chains.  The major focus is now on maize, beans and coffee.  The number of focus districts was also reduced.","7/25/08","7/25/08","7/31/13","","Mbale","Associates in Rural Development (ARD)","Implementation","Industrial crops/export crops","1.1475","34.187"
"2","USAID","Livelihoods and Enterprise for Agricultural Development (LEAD)","Livelihoods and Enterprises for Agricultural Development (LEAD) is a USAID-funded project with an estimated budget of $36 million over five years.  LEADs primary objective is to increase productivity, trade capacity, and competitiveness in selected agricultural value chains.  The program aims to improve farming practices, increase market access, and ensure empowered relationships between producers, input suppliers, agro-processors, and product buyers.  Overall, LEADs approach is characterized by 1) a market-driven strategy; 2) strategic partnerships/ alliances; 3) a participatory technology transfer methodology; and 4) outreach via commercially-oriented producer organizations.  Following the approval of the USAID Uganda Feed the Future strategy in March 2011, LEAD activities were redirected in order to be consistent with the strategy.  Major aspects of the redirection include a reduction in the number of value chains.  The major focus is now on maize, beans and coffee.  The number of focus districts was also reduced.","7/25/08","7/25/08","7/31/13","","Sironko","Associates in Rural Development (ARD)","Implementation","Industrial crops/export crops","1.1474","34.208"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Budaka","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","1.0576","33.8681"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Bududa","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","1.046","34.3237"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Bugiri","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","0.5843","33.713"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Bushenyi","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","-0.4737","30.2389"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Busia","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","0.5686","33.9971"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Butaleja","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","0.8591","33.8721"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Iganga","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","0.5421","33.5469"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Isingiro","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","-0.7705","30.711"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Kamuli","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","0.904","33.089"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Luwero","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","0.872","32.5664"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Mayuge","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","0.3357","33.5755"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Ntungamo","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","-0.797","30.1694"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Rukungiri","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","-0.807","29.9819"
"2","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/11/16","","Sironko","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Multisector aid for basic social services","1.1944","34.1751"
"2","USAID","Tourism for Biodiversity","This is a $10 million Cooperative Agreement that will provide local Ugandan communities expand opportunities to develop tourism businesses and services that will enhance communities' appreciation of Uganda's natural resources and reduce threats to biodiversity, thereby protecting critical ecosystems across Uganda's diverse landscapes while promoting broader sustainable economic development.","8/30/12","8/30/12","8/29/16","","Bushenyi","African Wildlife Foundation (AWF)","Implementation","Tourism policy and administrative management","-0.5426","30.231"
"2","USAID","Development Grants Program -Nebbi for water","The Alliance for Youth Development (AYA) is implementing the program in three regions-Central, West, and North. Each area has a project manager. AYA will implement the program through implementing agencies. The local companies will be contracted to install wells, protected springs, and rainwater harvesting projects. The program also expects to improve hygiene practices, reduce incidents of diarrhea and water-borne diseases.","12/15/09","12/15/09","12/14/12","12/14/12","Kyenjojo","Alliance for Youth Developemnt (AYA)","Post-completion","Basic drinking water supply and basic sanitation","0.612","30.6302"
"2","USAID","Uganda Malaria Surveillance Project (UMSP)","The President's Malaria Initiative (PMI) has supported malaria sentinel surveillance in districts with different malaria endemicity since 2006. Currently, there are 6 outpatient and 6 inpatient sites providing high quality, timely data used by the Ministry of Health and PMI to assess program quality, national trends and identify areas where there is need for improvement. In addition, the Uganda Malaria Surveillance Program (UMSP) provides training in malaria diagnostics to public and private health facilities to improve the quality of case management of malaria and provides follow up supervision. In 2010, UMSP conducted two small scale surveys to assess long lasting insecticide net coverage and anemia and parasitemia in districts receiving indoor residual spray compared to those that have not. They also are conducting an evaluation of the efficacy of SP for IPTp.","10/1/10","10/1/10","9/30/14","","Kabale","Centers for Disease Control","Implementation","Malaria control","-1.3359","30.0509"
"2","USAID","Uganda Malaria Surveillance Project (UMSP)","The President's Malaria Initiative (PMI) has supported malaria sentinel surveillance in districts with different malaria endemicity since 2006. Currently, there are 6 outpatient and 6 inpatient sites providing high quality, timely data used by the Ministry of Health and PMI to assess program quality, national trends and identify areas where there is need for improvement. In addition, the Uganda Malaria Surveillance Program (UMSP) provides training in malaria diagnostics to public and private health facilities to improve the quality of case management of malaria and provides follow up supervision. In 2010, UMSP conducted two small scale surveys to assess long lasting insecticide net coverage and anemia and parasitemia in districts receiving indoor residual spray compared to those that have not. They also are conducting an evaluation of the efficacy of SP for IPTp.","10/1/10","10/1/10","9/30/14","","Kanungu","Centers for Disease Control","Implementation","Malaria control","-0.8435","29.7126"
"2","USAID","Health Initiatives in the Private Sector (HIPS)","Health Initiatives in the Private Sector (HIPS) is a five and a half year, $17.2 million USAID-funded project.  HIPS is designed to propel Ugandas efforts to mitigate infectious disease, expand health service provision, and improve the quality of Ugandas health service system in the private sector.  Specific support is provided to private sector companies to cover employees, their dependents, and surrounding communities.  HIPS provides technical expertise, partnership brokering, and small grants funding to leverage expanded and improved service delivery by private sector organizations.  The project objectives are: 1) expand access to and utilization of health services in the private sector; 2) establish global development alliance partnerships to leverage company-sponsored health services; 3) strengthen private sector employer organizations to support health initiatives; and 4) implement innovative approaches to support orphans and other vulnerable children through the private sector.","10/1/07","10/1/07","3/30/13","","Bugiri","Cardno Emerging Markets","Implementation","Infectious disease control","0.6363","33.8319"
"2","USAID","Health Initiatives in the Private Sector (HIPS)","Health Initiatives in the Private Sector (HIPS) is a five and a half year, $17.2 million USAID-funded project.  HIPS is designed to propel Ugandas efforts to mitigate infectious disease, expand health service provision, and improve the quality of Ugandas health service system in the private sector.  Specific support is provided to private sector companies to cover employees, their dependents, and surrounding communities.  HIPS provides technical expertise, partnership brokering, and small grants funding to leverage expanded and improved service delivery by private sector organizations.  The project objectives are: 1) expand access to and utilization of health services in the private sector; 2) establish global development alliance partnerships to leverage company-sponsored health services; 3) strengthen private sector employer organizations to support health initiatives; and 4) implement innovative approaches to support orphans and other vulnerable children through the private sector.","10/1/07","10/1/07","3/30/13","","Bushenyi","Cardno Emerging Markets","Implementation","Infectious disease control","-0.4737","30.194"
"2","USAID","Health Initiatives in the Private Sector (HIPS)","Health Initiatives in the Private Sector (HIPS) is a five and a half year, $17.2 million USAID-funded project.  HIPS is designed to propel Ugandas efforts to mitigate infectious disease, expand health service provision, and improve the quality of Ugandas health service system in the private sector.  Specific support is provided to private sector companies to cover employees, their dependents, and surrounding communities.  HIPS provides technical expertise, partnership brokering, and small grants funding to leverage expanded and improved service delivery by private sector organizations.  The project objectives are: 1) expand access to and utilization of health services in the private sector; 2) establish global development alliance partnerships to leverage company-sponsored health services; 3) strengthen private sector employer organizations to support health initiatives; and 4) implement innovative approaches to support orphans and other vulnerable children through the private sector.","10/1/07","10/1/07","3/30/13","","Kasese","Cardno Emerging Markets","Implementation","Infectious disease control","0.1683","29.9854"
"2","USAID","Health Initiatives in the Private Sector (HIPS)","Health Initiatives in the Private Sector (HIPS) is a five and a half year, $17.2 million USAID-funded project.  HIPS is designed to propel Ugandas efforts to mitigate infectious disease, expand health service provision, and improve the quality of Ugandas health service system in the private sector.  Specific support is provided to private sector companies to cover employees, their dependents, and surrounding communities.  HIPS provides technical expertise, partnership brokering, and small grants funding to leverage expanded and improved service delivery by private sector organizations.  The project objectives are: 1) expand access to and utilization of health services in the private sector; 2) establish global development alliance partnerships to leverage company-sponsored health services; 3) strengthen private sector employer organizations to support health initiatives; and 4) implement innovative approaches to support orphans and other vulnerable children through the private sector.","10/1/07","10/1/07","3/30/13","","Kyenjojo","Cardno Emerging Markets","Implementation","Infectious disease control","0.5391","30.6082"
"2","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Budaka","Cardno Emerging Markets","Implementation","Government administration","1.0187","33.978"
"2","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Bududa","Cardno Emerging Markets","Implementation","Government administration","1.051","34.2608"
