id,name,point_id,type_id,tree_parent_id,lft,rght,tree_id,level,parent_id,parent_type_id,is_active,code,status
24347,Iki-Iki,,parish,13294,18346,18347,1,3,13294,73,t,"",t
13296,Kawulumu,,village,13294,18348,18349,1,3,13294,73,t,"",t
13297,Kabyonga,,village,13294,18350,18351,1,3,13294,73,t,"",t
17757,Buloki Lc1,,village,13294,18352,18353,1,3,13294,73,t,"",t
17759,Kabyonga,,village,13294,18356,18357,1,3,13294,73,t,"",t
13294,Iki-Iki,,sub_county,1118,18341,18358,1,2,1118,73,t,"",t
24220,Lerya,,parish,13298,18360,18361,1,3,13298,73,t,"",t
13300,Budukulo,,village,13298,18364,18365,1,3,13298,73,t,"",t
17760,Natoto,,village,13298,18366,18367,1,3,13298,73,t,"",t
17761,Budukulo,,village,13298,18368,18369,1,3,13298,73,t,"",t
13298,Kameruka,,sub_county,1118,18359,18370,1,2,1118,73,t,"",t
24075,Kadimukoli,,parish,13301,18374,18375,1,3,13301,73,t,"",t
24074,Sekulo,,parish,13301,18376,18377,1,3,13301,73,t,"",t
24073,Kamonkoli,,parish,13301,18378,18379,1,3,13301,73,t,"",t
13303,Buloki,,village,13301,18380,18381,1,3,13301,73,t,"",t
13304,Nyanza,,village,13301,18382,18383,1,3,13301,73,t,"",t
13305,Sekulo A,,village,13301,18384,18385,1,3,13301,73,t,"",t
17762,Bunyolo A,,village,13301,18386,18387,1,3,13301,73,t,"",t
17763,Buloki,,village,13301,18388,18389,1,3,13301,73,t,"",t
17764,Nyanza,,village,13301,18390,18391,1,3,13301,73,t,"",t
17765,Sekulo A,,village,13301,18392,18393,1,3,13301,73,t,"",t
13301,Kamonkoli,,sub_county,1118,18371,18394,1,2,1118,73,t,"",t
13308,Kerekerene,,village,13306,18400,18401,1,3,13306,73,t,"",t
17766,Buwumo,,village,13306,18402,18403,1,3,13306,73,t,"",t
17767,Kerekerene,,village,13306,18404,18405,1,3,13306,73,t,"",t
23999,Bunamwera,,parish,13309,18408,18409,1,3,13309,73,t,"",t
13311,Namakisyo Ii,,village,13309,18412,18413,1,3,13309,73,t,"",t
17769,Namakisyo Ii,,village,13309,18416,18417,1,3,13309,73,t,"",t
13309,Mugiti,,sub_county,1118,18407,18418,1,2,1118,73,t,"",t
23995,Nasenyi,,parish,21656,18423,18424,1,4,21656,73,t,"",t
21656,Mugiti,,sub_county,21407,18420,18425,1,3,21407,73,t,"",t
24242,Kerekerene,,parish,21655,18429,18430,1,4,21655,73,t,"",t
24275,Bunyolo,,parish,21654,18433,18434,1,4,21654,73,t,"",t
24273,Sekulo,,parish,21654,18437,18438,1,4,21654,73,t,"",t
24272,Kamonkoli,,parish,21654,18439,18440,1,4,21654,73,t,"",t
21654,Kamonkoli,,sub_county,21407,18432,18441,1,3,21407,73,t,"",t
24021,Bupuchai,,parish,21653,18445,18446,1,4,21653,73,t,"",t
21653,Kameruka,,sub_county,21407,18442,18447,1,3,21407,73,t,"",t
21652,Iki-Iki,,sub_county,21407,18448,18455,1,3,21407,73,t,"",t
1118,Budaka,11,district,1,18058,18457,1,1,,,t,BUDAKA,t
24208,Shishendu,,parish,13312,18460,18461,1,3,13312,73,t,"",t
17770,Namare,,village,13312,18462,18463,1,3,13312,73,t,"",t
13312,Bubiita.,,sub_county,1119,18459,18464,1,2,1119,73,t,"",t
24405,Buwanabisi,,parish,13314,18466,18467,1,3,13314,73,t,"",t
17771,Buwanabisi   A,,village,13314,18468,18469,1,3,13314,73,t,"",t
13314,Bududa Town Council.,,sub_county,1119,18465,18470,1,2,1119,73,t,"",t
24320,Busai,,parish,13316,18472,18473,1,3,13316,73,t,"",t
24319,Bukibino,,parish,13316,18474,18475,1,3,13316,73,t,"",t
13318,Nabikholo,,village,13316,18476,18477,1,3,13316,73,t,"",t
17772,Namakhuli,,village,13316,18478,18479,1,3,13316,73,t,"",t
17773,Nabikholo,,village,13316,18480,18481,1,3,13316,73,t,"",t
13316,Bududa.,,sub_county,1119,18471,18482,1,2,1119,73,t,"",t
24002,Bundesi,,parish,13319,18484,18485,1,3,13319,73,t,"",t
24001,Nabulalo,,parish,13319,18486,18487,1,3,13319,73,t,"",t
13321,Bukhalera Upper,,village,13319,18488,18489,1,3,13319,73,t,"",t
17774,Bunamboka Main,,village,13319,18490,18491,1,3,13319,73,t,"",t
17775,Bukhalera Upper,,village,13319,18492,18493,1,3,13319,73,t,"",t
13319,Bukalasi.,,sub_county,1119,18483,18494,1,2,1119,73,t,"",t
24116,Buirimbi,,parish,13322,18496,18497,1,3,13322,73,t,"",t
24114,Buwakhata,,parish,13322,18500,18501,1,3,13322,73,t,"",t
13325,Bunamakale B,,village,13322,18504,18505,1,3,13322,73,t,"",t
17777,Namango,,village,13322,18508,18509,1,3,13322,73,t,"",t
13322,Bukibokolo.,,sub_county,1119,18495,18512,1,2,1119,73,t,"",t
24388,Bumangoye,,parish,13326,18514,18515,1,3,13326,73,t,"",t
24387,Bunamubi,,parish,13326,18516,18517,1,3,13326,73,t,"",t
13328,Bubulali,,village,13326,18518,18519,1,3,13326,73,t,"",t
17780,Bubulali,,village,13326,18522,18523,1,3,13326,73,t,"",t
13326,Bukigai.,,sub_county,1119,18513,18524,1,2,1119,73,t,"",t
24093,Bumwalukani,,parish,13329,18526,18527,1,3,13329,73,t,"",t
24092,Sakusaku,,parish,13329,18528,18529,1,3,13329,73,t,"",t
13331,Shiwowo,,village,13329,18530,18531,1,3,13329,73,t,"",t
17781,Mabaya,,village,13329,18532,18533,1,3,13329,73,t,"",t
17782,Shiwowo,,village,13329,18534,18535,1,3,13329,73,t,"",t
13329,Bulucheke.,,sub_county,1119,18525,18536,1,2,1119,73,t,"",t
24178,Bunamae,,parish,13332,18538,18539,1,3,13332,73,t,"",t
24177,Bukibokolo,,parish,13332,18540,18541,1,3,13332,73,t,"",t
13334,Bukhayiyi,,village,13332,18542,18543,1,3,13332,73,t,"",t
17783,Kikiti,,village,13332,18544,18545,1,3,13332,73,t,"",t
17784,Bukhayiyi,,village,13332,18546,18547,1,3,13332,73,t,"",t
13332,Bumasheti.,,sub_county,1119,18537,18548,1,2,1119,73,t,"",t
24461,Namakukye,,parish,13335,18550,18551,1,3,13335,73,t,"",t
24460,Bufuma,,parish,13335,18552,18553,1,3,13335,73,t,"",t
13337,Lwanda,,village,13335,18554,18555,1,3,13335,73,t,"",t
17785,Nabooti,,village,13335,18556,18557,1,3,13335,73,t,"",t
17786,Lwanda,,village,13335,18558,18559,1,3,13335,73,t,"",t
13335,Bumayoka.,,sub_county,1119,18549,18560,1,2,1119,73,t,"",t
24050,Buwanabisi,,parish,21479,18563,18564,1,4,21479,73,t,"",t
21479,Bududa Town Council.,,sub_county,20472,18562,18565,1,3,20472,73,t,"",t
24072,Bunango,,parish,20835,18567,18568,1,4,20835,73,t,"",t
20835,Nalwanza.,,sub_county,20472,18566,18571,1,3,20472,73,t,"",t
20834,Bukigai.,,sub_county,20472,18572,18577,1,3,20472,73,t,"",t
20833,Bududa.,,sub_county,20472,18578,18583,1,3,20472,73,t,"",t
24326,Bubungi,,parish,20832,18587,18588,1,4,20832,73,t,"",t
20831,Bududa Town Council.,,sub_county,20472,18594,18597,1,3,20472,73,t,"",t
24271,Bumukonya,,parish,20830,18599,18600,1,4,20830,73,t,"",t
20830,Nakatsi.,,sub_county,20472,18598,18601,1,3,20472,73,t,"",t
24069,Bufukhula,,parish,20829,18603,18604,1,4,20829,73,t,"",t
24068,Bushiribo,,parish,20829,18605,18606,1,4,20829,73,t,"",t
20829,Bushiribo.,,sub_county,20472,18602,18607,1,3,20472,73,t,"",t
24067,Bundesi,,parish,20828,18609,18610,1,4,20828,73,t,"",t
24066,Nabulalo,,parish,20828,18611,18612,1,4,20828,73,t,"",t
20828,Bukalasi.,,sub_county,20472,18608,18613,1,3,20472,73,t,"",t
24065,Buirimbi,,parish,20827,18615,18616,1,4,20827,73,t,"",t
20827,Bukibokolo.,,sub_county,20472,18614,18621,1,3,20472,73,t,"",t
24309,Shishendu,,parish,20826,18623,18624,1,4,20826,73,t,"",t
20826,Bubiita.,,sub_county,20472,18622,18625,1,3,20472,73,t,"",t
24062,Bunamae,,parish,20825,18627,18628,1,4,20825,73,t,"",t
24061,Bukibokolo,,parish,20825,18629,18630,1,4,20825,73,t,"",t
20825,Bumasheti.,,sub_county,20472,18626,18631,1,3,20472,73,t,"",t
24152,Bunandutu,,parish,20824,18633,18634,1,4,20824,73,t,"",t
20824,Nabweya.,,sub_county,20472,18632,18635,1,3,20472,73,t,"",t
24385,Burafula,,parish,20823,18639,18640,1,4,20823,73,t,"",t
20823,Bushiyi.,,sub_county,20472,18636,18641,1,3,20472,73,t,"",t
24082,Kitsawa,,parish,20822,18643,18644,1,4,20822,73,t,"",t
20822,Buwali.,,sub_county,20472,18642,18645,1,3,20472,73,t,"",t
20821,Bumayoka.,,sub_county,20472,18646,18651,1,3,20472,73,t,"",t
24089,Bumwalukani,,parish,20820,18653,18654,1,4,20820,73,t,"",t
24088,Sakusaku,,parish,20820,18655,18656,1,4,20820,73,t,"",t
20820,Bulucheke.,,sub_county,20472,18652,18657,1,3,20472,73,t,"",t
20472,Manjiya,,county,1119,18561,18658,1,2,1119,73,t,"",t
24459,Bukhaukha,,parish,13338,18660,18661,1,3,13338,73,t,"",t
13340,Bubuya,,village,13338,18668,18669,1,3,13338,73,t,"",t
13341,Bunamanda Main,,village,13338,18670,18671,1,3,13338,73,t,"",t
13342,Bushisabasi,,village,13338,18672,18673,1,3,13338,73,t,"",t
17787,Namatiale,,village,13338,18674,18675,1,3,13338,73,t,"",t
17788,Bubuya,,village,13338,18676,18677,1,3,13338,73,t,"",t
13338,Bushika.,,sub_county,1119,18659,18682,1,2,1119,73,t,"",t
13345,Bubino,,village,13343,18688,18689,1,3,13343,73,t,"",t
17791,Bunakhayenze,,village,13343,18690,18691,1,3,13343,73,t,"",t
17792,Bubino,,village,13343,18692,18693,1,3,13343,73,t,"",t
13343,Bushiribo.,,sub_county,1119,18683,18694,1,2,1119,73,t,"",t
24122,Nakungulyu,,parish,13346,18696,18697,1,3,13346,73,t,"",t
13348,Wambalo,,village,13346,18700,18701,1,3,13346,73,t,"",t
17793,Mawube,,village,13346,18702,18703,1,3,13346,73,t,"",t
17794,Wambalo,,village,13346,18704,18705,1,3,13346,73,t,"",t
13346,Bushiyi.,,sub_county,1119,18695,18706,1,2,1119,73,t,"",t
24356,Kitsawa,,parish,13349,18708,18709,1,3,13349,73,t,"",t
17795,Narukyela,,village,13349,18710,18711,1,3,13349,73,t,"",t
13349,Buwali.,,sub_county,1119,18707,18712,1,2,1119,73,t,"",t
17796,Bunekyesa  B.,,village,13351,18716,18717,1,3,13351,73,t,"",t
13351,Nabweya.,,sub_county,1119,18713,18718,1,2,1119,73,t,"",t
24127,Bumukonya,,parish,13353,18720,18721,1,3,13353,73,t,"",t
17797,Lwangoye,,village,13353,18722,18723,1,3,13353,73,t,"",t
13353,Nakatsi.,,sub_county,1119,18719,18724,1,2,1119,73,t,"",t
24453,Bunango,,parish,13355,18726,18727,1,3,13355,73,t,"",t
24452,Bumakhwa,,parish,13355,18728,18729,1,3,13355,73,t,"",t
13357,Tsekululu,,village,13355,18730,18731,1,3,13355,73,t,"",t
17798,Shibakala,,village,13355,18732,18733,1,3,13355,73,t,"",t
17799,Tsekululu,,village,13355,18734,18735,1,3,13355,73,t,"",t
13355,Nalwanza.,,sub_county,1119,18725,18736,1,2,1119,73,t,"",t
1119,Bududa,12,district,1,18458,18737,1,1,,,t,BUDUDA,t
24451,Buwolya,,parish,13358,18740,18741,1,3,13358,73,t,"",t
24450,Bukatu,,parish,13358,18742,18743,1,3,13358,73,t,"",t
13360,Budde,,village,13358,18744,18745,1,3,13358,73,t,"",t
17800,Maziriga,,village,13358,18746,18747,1,3,13358,73,t,"",t
17801,Budde,,village,13358,18748,18749,1,3,13358,73,t,"",t
13358,Budhaya,,sub_county,1120,18739,18750,1,2,1120,73,t,"",t
24465,Ndifakulya,,parish,13361,18752,18753,1,3,13361,73,t,"",t
24464,Bwole,,parish,13361,18754,18755,1,3,13361,73,t,"",t
17803,Muyenga,,village,13361,18760,18761,1,3,13361,73,t,"",t
13361,Bugiri Town Council,,sub_county,1120,18751,18762,1,2,1120,73,t,"",t
24176,Ndifakulya,,parish,21480,18765,18766,1,4,21480,73,t,"",t
24175,Bwole,,parish,21480,18767,18768,1,4,21480,73,t,"",t
21480,Bugiri Town Council,,sub_county,20473,18764,18769,1,3,20473,73,t,"",t
24662,Iwemba,,parish,20847,18771,18772,1,4,20847,73,t,"",t
20847,Iwemba,,sub_county,20473,18770,18773,1,3,20473,73,t,"",t
24556,Ndifakulya,,parish,20846,18775,18776,1,4,20846,73,t,"",t
20846,Bugiri Town Council,,sub_county,20473,18774,18779,1,3,20473,73,t,"",t
24553,Mazinga,,parish,20845,18783,18784,1,4,20845,73,t,"",t
24552,Magoola,,parish,20845,18785,18786,1,4,20845,73,t,"",t
24550,Nawandhuki,,parish,20845,18789,18790,1,4,20845,73,t,"",t
24549,Kasaka,,parish,20845,18791,18792,1,4,20845,73,t,"",t
24548,Kanywa,,parish,20845,18793,18794,1,4,20845,73,t,"",t
24547,Bubugo,,parish,20845,18795,18796,1,4,20845,73,t,"",t
24546,Busowa Rural,,parish,20845,18797,18798,1,4,20845,73,t,"",t
24545,Bulando,,parish,20845,18799,18800,1,4,20845,73,t,"",t
20845,Buwunga,,sub_county,20473,18780,18801,1,3,20473,73,t,"",t
24544,Isegero,,parish,20844,18803,18804,1,4,20844,73,t,"",t
24543,Bukubansiri,,parish,20844,18805,18806,1,4,20844,73,t,"",t
24542,Nkaiza,,parish,20844,18807,18808,1,4,20844,73,t,"",t
20844,Nabukalu,,sub_county,20473,18802,18809,1,3,20473,73,t,"",t
24670,Nabigingo,,parish,20843,18811,18812,1,4,20843,73,t,"",t
20843,Bulidha,,sub_county,20473,18810,18815,1,3,20473,73,t,"",t
24711,Buwuni Town Board,,parish,20842,18819,18820,1,4,20842,73,t,"",t
24710,Iggwe,,parish,20842,18821,18822,1,4,20842,73,t,"",t
24709,Buluwe,,parish,20842,18823,18824,1,4,20842,73,t,"",t
20842,Bulesa,,sub_county,20473,18816,18825,1,3,20473,73,t,"",t
24565,Isegero,,parish,20841,18827,18828,1,4,20841,73,t,"",t
24564,Nsono,,parish,20841,18829,18830,1,4,20841,73,t,"",t
20841,Nankoma,,sub_county,20473,18826,18833,1,3,20473,73,t,"",t
24661,Kiseitaka,,parish,20840,18835,18836,1,4,20840,73,t,"",t
24660,Namukonge,,parish,20840,18837,18838,1,4,20840,73,t,"",t
24659,Bugunga,,parish,20840,18839,18840,1,4,20840,73,t,"",t
24658,Bugiri A,,parish,20840,18841,18842,1,4,20840,73,t,"",t
20840,Kapyanga,,sub_county,20473,18834,18843,1,3,20473,73,t,"",t
24667,Bugayi,,parish,20839,18845,18846,1,4,20839,73,t,"",t
24666,Muwayo,,parish,20839,18847,18848,1,4,20839,73,t,"",t
24697,Kitumba,,parish,20838,18851,18852,1,4,20838,73,t,"",t
24695,Muterere Townboard,,parish,20838,18855,18856,1,4,20838,73,t,"",t
20838,Muterere,,sub_county,20473,18850,18857,1,3,20473,73,t,"",t
24591,Buwolya,,parish,20837,18859,18860,1,4,20837,73,t,"",t
24590,Bukatu,,parish,20837,18861,18862,1,4,20837,73,t,"",t
20837,Budhaya,,sub_county,20473,18858,18863,1,3,20473,73,t,"",t
20473,Bukooli (North),,county,1120,18763,18864,1,2,1120,73,t,"",t
21980,Namasere,,parish,13364,18866,18867,1,3,13364,73,t,"",t
21979,Buwuni Town Board,,parish,13364,18868,18869,1,3,13364,73,t,"",t
21978,Iggwe,,parish,13364,18870,18871,1,3,13364,73,t,"",t
21977,Buluwe,,parish,13364,18872,18873,1,3,13364,73,t,"",t
13366,Kibimba,,village,13364,18874,18875,1,3,13364,73,t,"",t
13367,Namiguwa,,village,13364,18876,18877,1,3,13364,73,t,"",t
13368,Nakigunju,,village,13364,18878,18879,1,3,13364,73,t,"",t
17804,Butegwa A,,village,13364,18880,18881,1,3,13364,73,t,"",t
17806,Namiguwa,,village,13364,18884,18885,1,3,13364,73,t,"",t
17807,Nakigunju,,village,13364,18886,18887,1,3,13364,73,t,"",t
17816,Busimba,,village,13380,18892,18893,1,3,13380,73,t,"",t
13380,Iwemba,,sub_county,1120,18889,18894,1,2,1120,73,t,"",t
24360,Kiseitaka,,parish,13382,18896,18897,1,3,13382,73,t,"",t
29011,Bukaye,,village,24359,18899,18900,1,4,24359,73,t,"",t
24359,Namukonge,,parish,13382,18898,18901,1,3,13382,73,t,"",t
24358,Bugunga,,parish,13382,18902,18903,1,3,13382,73,t,"",t
24357,Bugiri A,,parish,13382,18904,18905,1,3,13382,73,t,"",t
13384,Bugunga,,village,13382,18906,18907,1,3,13382,73,t,"",t
13385,Kirongero A,,village,13382,18908,18909,1,3,13382,73,t,"",t
17817,Bugodhandhala,,village,13382,18912,18913,1,3,13382,73,t,"",t
17818,Bugunga,,village,13382,18914,18915,1,3,13382,73,t,"",t
17819,Kirongero A,,village,13382,18916,18917,1,3,13382,73,t,"",t
17820,Bukaye,,village,13382,18918,18919,1,3,13382,73,t,"",t
13382,Kapyanga,,sub_county,1120,18895,18920,1,2,1120,73,t,"",t
24083,Bulidha,,parish,13369,18924,18925,1,3,13369,73,t,"",t
13371,Nabigingo,,village,13369,18926,18927,1,3,13369,73,t,"",t
17808,Itoolo,,village,13369,18928,18929,1,3,13369,73,t,"",t
17809,Nabigingo,,village,13369,18930,18931,1,3,13369,73,t,"",t
13369,Bulidha,,sub_county,1120,18921,18932,1,2,1120,73,t,"",t
24286,Kitumba,,parish,13387,18934,18935,1,3,13387,73,t,"",t
16987,Malongwe-Ajiija,,village,12264,19410,19411,1,3,12264,73,t,"",t
20885,Ngogwe,,sub_county,20475,19536,19543,1,3,20475,73,t,"",t
20882,Buikwe,,sub_county,20475,19560,19563,1,3,20475,73,t,"",t
20881,Lugazi Town Council,,sub_county,20475,19564,19567,1,3,20475,73,t,"",t
20878,Ssi Bukunja,,sub_county,20475,19580,19585,1,3,20475,73,t,"",t
20877,Nkokonjeru Town Council,,sub_county,20475,19586,19589,1,3,20475,73,t,"",t
17012,Namatooke A,,village,12302,19748,19749,1,3,12302,73,t,"",t
12302,Busamuzi,,sub_county,1122,19737,19752,1,2,1122,73,t,"",t
12305,Bweema,,sub_county,1122,19753,19762,1,2,1122,73,t,"",t
17016,Magyo Central,,village,12307,19776,19777,1,3,12307,73,t,"",t
12307,Nairambi,,sub_county,1122,19763,19778,1,2,1122,73,t,"",t
1122,Buikwe,15,district,1,19406,19779,1,1,,,t,BUIKWE,t
1970,Akuoro,,parish,1969,19795,19796,1,4,,,t,AKUORO_PARISH,t
24173,Okum,,parish,1991,19853,19856,1,4,1991,73,t,"",t
1997,Miroi,,parish,1991,19869,19870,1,4,,,t,MIROI_PARISH,t
24129,Kalou,,parish,1998,19875,19876,1,4,1998,73,t,"",t
24128,Kodike,,parish,1998,19877,19878,1,4,1998,73,t,"",t
2002,Kobaale,,parish,1998,19885,19886,1,4,,,t,KOBAALE_PARISH,t
2003,Koreng,,parish,1998,19887,19888,1,4,,,t,KORENG_PARISH,t
25054,Oswapai Ward,,parish,20869,19895,19896,1,4,20869,73,t,"",t
25053,Bukedea Ward,,parish,20869,19897,19898,1,4,20869,73,t,"",t
25052,Okunguro Complex  Ward,,parish,20869,19899,19900,1,4,20869,73,t,"",t
25051,Kachabule Ward,,parish,20869,19901,19902,1,4,20869,73,t,"",t
20869,Bukedea Town Council,,sub_county,1968,19894,19903,1,3,1968,73,t,"",t
24125,Kamon,,parish,13399,19908,19909,1,3,13399,73,t,"",t
13401,Kamon,,village,13399,19914,19915,1,3,13399,73,t,"",t
13402,Kocheka,,village,13399,19916,19917,1,3,13399,73,t,"",t
13403,Okobwa,,village,13399,19918,19919,1,3,13399,73,t,"",t
17830,Okichira,,village,13399,19920,19921,1,3,13399,73,t,"",t
17831,Kamon,,village,13399,19922,19923,1,3,13399,73,t,"",t
17832,Kocheka,,village,13399,19924,19925,1,3,13399,73,t,"",t
13399,Bukedea,,sub_county,1123,19905,19928,1,2,1123,73,t,"",t
13424,Kamutur,,village,13422,19940,19941,1,3,13422,73,t,"",t
13427,Kalengo,,village,13422,19946,19947,1,3,13422,73,t,"",t
17849,Kasera,,village,13422,19948,19949,1,3,13422,73,t,"",t
17850,Kamutur,,village,13422,19950,19951,1,3,13422,73,t,"",t
17851,Kocus,,village,13422,19952,19953,1,3,13422,73,t,"",t
17852,Akouetom,,village,13422,19954,19955,1,3,13422,73,t,"",t
13422,Kolir,,sub_county,1123,19929,19958,1,2,1123,73,t,"",t
24169,Okunguro Complex  Ward,,parish,13404,19964,19965,1,3,13404,73,t,"",t
13406,Rock View Cell,,village,13404,19968,19969,1,3,13404,73,t,"",t
17836,Okwakol Cell,,village,13404,19970,19971,1,3,13404,73,t,"",t
13407,Okwakol Cell,,village,13404,19972,19973,1,3,13404,73,t,"",t
24338,Kalou,,parish,13428,19986,19987,1,3,13428,73,t,"",t
24337,Malera,,parish,13428,19988,19989,1,3,13428,73,t,"",t
24334,Kachede,,parish,13428,19996,19997,1,3,13428,73,t,"",t
13432,Kodike,,village,13428,19998,19999,1,3,13428,73,t,"",t
13433,Kamuno,,village,13428,20000,20001,1,3,13428,73,t,"",t
13430,Kacoc,,village,13428,20004,20005,1,3,13428,73,t,"",t
13431,Takaramiam,,village,13428,20006,20007,1,3,13428,73,t,"",t
17856,Takaramiam,,village,13428,20012,20013,1,3,13428,73,t,"",t
17857,Kodike,,village,13428,20014,20015,1,3,13428,73,t,"",t
17858,Kamuno,,village,13428,20016,20017,1,3,13428,73,t,"",t
17859,Malera,,village,13428,20018,20019,1,3,13428,73,t,"",t
13428,Malera,,sub_county,1123,19983,20020,1,2,1123,73,t,"",t
24166,Koutulai,,parish,13409,20024,20025,1,3,13409,73,t,"",t
24164,Otimonga,,parish,13409,20028,20029,1,3,13409,73,t,"",t
24163,Kongatuny,,parish,13409,20030,20031,1,3,13409,73,t,"",t
24161,Aligoi,,parish,13409,20034,20035,1,3,13409,73,t,"",t
13413,Kachabule,,village,13409,20040,20041,1,3,13409,73,t,"",t
13414,Komelekes,,village,13409,20042,20043,1,3,13409,73,t,"",t
13415,Koutulai,,village,13409,20044,20045,1,3,13409,73,t,"",t
13416,Aputon,,village,13409,20046,20047,1,3,13409,73,t,"",t
17838,Aligoi,,village,13409,20050,20051,1,3,13409,73,t,"",t
17840,Akunyuko,,village,13409,20052,20053,1,3,13409,73,t,"",t
17842,Komelekes,,village,13409,20056,20057,1,3,13409,73,t,"",t
17843,Koutulai,,village,13409,20058,20059,1,3,13409,73,t,"",t
24104,Kidongole,,parish,13417,20064,20065,1,3,13417,73,t,"",t
24101,Kalupo,,parish,13417,20072,20073,1,3,13417,73,t,"",t
13421,Kidongole,,village,13417,20076,20077,1,3,13417,73,t,"",t
17846,Kalupo,,village,13417,20080,20081,1,3,13417,73,t,"",t
17847,Kawo,,village,13417,20082,20083,1,3,13417,73,t,"",t
13417,Kidongole,,sub_county,1123,20063,20088,1,2,1123,73,t,"",t
1123,Bukedea,16,district,1,19780,20089,1,1,,,t,BUKEDEA,t
24010,Kisagazi,,parish,21488,20095,20096,1,4,21488,73,t,"",t
24146,Mbirizi,,parish,5233,20099,20100,1,4,5233,73,t,"",t
24145,Kigangazzi,,parish,5233,20101,20102,1,4,5233,73,t,"",t
5234,Bukango,,parish,5233,20103,20104,1,4,,,t,BUKANGO_PARISH,t
5235,Butalaga,,parish,5233,20105,20106,1,4,,,t,BUTALAGA_PARISH,t
5236,Kingangazzi,,parish,5233,20107,20108,1,4,,,t,KINGANGAZZI_PARISH,t
5237,Mbiriizi,,parish,5233,20109,20110,1,4,,,t,MBIRIIZI_PARISH,t
5233,Bigasa,,sub_county,5232,20098,20111,1,3,,,t,BIGASA_SUB_COUNTY,t
24154,Butenga  Town Board,,parish,5238,20115,20116,1,4,5238,73,t,"",t
5244,Kyankoole,,parish,5238,20117,20118,1,4,,,t,KYANKOOLE_PARISH,t
5239,Kabigi,,parish,5238,20119,20120,1,4,,,t,KABIGI_PARISH,t
5240,Kassebwera,,parish,5238,20121,20122,1,4,,,t,KASSEBWERA_PARISH,t
5241,Kawoko,,parish,5238,20123,20124,1,4,,,t,KAWOKO_PARISH,t
5243,Kisiita,,parish,5238,20127,20128,1,4,,,t,KISIITA_PARISH,t
5238,Butenga,,sub_county,5232,20112,20129,1,3,,,t,BUTENGA_SUB_COUNTY,t
24156,Mirambi,,parish,5245,20131,20132,1,4,5245,73,t,"",t
5246,Butayunja,,parish,5245,20133,20134,1,4,,,t,BUTAYUNJA_PARISH,t
5247,Kiryasaaka,,parish,5245,20135,20136,1,4,,,t,KIRYASAAKA_PARISH,t
5248,Kisojjo,,parish,5245,20137,20138,1,4,,,t,KISOJJO_PARISH,t
5249,Maleku,,parish,5245,20139,20140,1,4,,,t,MALEKU_PARISH,t
5250,Milambi,,parish,5245,20141,20142,1,4,,,t,MILAMBI_PARISH,t
5245,Kibinge,,sub_county,5232,20130,20143,1,3,,,t,KIBINGE_SUB_COUNTY,t
24158,Gayaaza,,parish,5251,20145,20146,1,4,5251,73,t,"",t
24157,Makukuulu,,parish,5251,20147,20148,1,4,5251,73,t,"",t
5255,Makuukulu,,parish,5251,20149,20150,1,4,,,t,MAKUUKULU_PARISH,t
