"PROJECT_ID","PARTNER","PROJ_NAME","PROJ_DESC","START_PLAN","START_ACTU","END_PLANNE","END_ACTUAL","DISTRICTS","IMPLEMENTE","STATUS","SECTOR","LAT","LONG"
"1","UNICEF","Roll-Out of National Hand Washing Campaign","Roll-Out of National Hand Washing Campaign","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Kyenjojo","Africare","Post-completion","Basic Education","0.61","30.6442"
"1","UNICEF","Roll-Out of National Hand Washing Campaign","Roll-Out of National Hand Washing Campaign","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Kabarole","Africare","Post-completion","Basic Education","0.5897","30.2549"
"1","UNICEF","Roll-Out of National Hand Washing Campaign","Roll-Out of National Hand Washing Campaign","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Bundibugyo","Africare","Post-completion","Basic Education","0.71","30.065"
"1","UNICEF","Roll-Out of National Hand Washing Campaign","Roll-Out of National Hand Washing Campaign","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Kabale","Africare","Post-completion","Basic Education","-1.25","29.99"
"2","UNICEF","Enhancing childrens access to effective services and systems for improved protection aimed at keeping children","Enhancing childrens access to effective services and systems for improved protection aimed at keeping children","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Moroto","Arbeiter Samariter Bund","Post-completion","Basic Education","2.53","34.67"
"2","UNICEF","Enhancing childrens access to effective services and systems for improved protection aimed at keeping children","Enhancing childrens access to effective services and systems for improved protection aimed at keeping children","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Kumi","Arbeiter Samariter Bund","Post-completion","Basic Education","1.4786","34.0"
"3","UNICEF","Support to keep children and mothers ALIVE through provision of a comprehensive Health, Nutrition and HIV/AIDS packages for Northern Uganda","Support to keep children and mothers ALIVE through provision of a comprehensive Health, Nutrition and HIV/AIDS packages for Northern Uganda","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Agago","Italian Development Coorperation","Post-completion","Basic Education","2.9251","33.3486"
"3","UNICEF","Support to keep children and mothers ALIVE through provision of a comprehensive Health, Nutrition and HIV/AIDS packages for Northern Uganda","Support to keep children and mothers ALIVE through provision of a comprehensive Health, Nutrition and HIV/AIDS packages for Northern Uganda","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Kitgum","Italian Development Coorperation","Post-completion","Basic Education","3.2947","32.869"
"3","UNICEF","Support to keep children and mothers ALIVE through provision of a comprehensive Health, Nutrition and HIV/AIDS packages for Northern Uganda","Support to keep children and mothers ALIVE through provision of a comprehensive Health, Nutrition and HIV/AIDS packages for Northern Uganda","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Lamwo","Italian Development Coorperation","Post-completion","Basic Education","3.491","32.8084"
"4","UNICEF","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Pader","Battery Operated Systems for Community Outreach","Post-completion","Basic Education","2.8512","32.8763"
"4","UNICEF","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Oyam","Battery Operated Systems for Community Outreach","Post-completion","Basic Education","2.2776","32.4467"
"4","UNICEF","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Nwoya","Battery Operated Systems for Community Outreach","Post-completion","Basic Education","2.635","32"
"4","UNICEF","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Lamwo","Battery Operated Systems for Community Outreach","Post-completion","Basic Education","3.4401","32.9003"
"4","UNICEF","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","28/01/2013","28/04/2013","28/07/2013","28/10/2013","Gulu","Battery Operated Systems for Community Outreach","Post-completion","Basic Education","2.6123","32.1818"
"4","UNICEF","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","Peace Building and Socio-economic Development using Information & Communication Technology (ICT) in Acholi sub-region, Northern Uganda,","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Kitgum","Battery Operated Systems for Community Outreach","Post-completion","Basic Education","3.3816","32.882"
"5","UNICEF","Building Young Futures","Building Young Futures","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Kampala","Bangladesh Rural Advancement Committee","Post-completion","Basic Education","0.3326","32.5961"
"5","UNICEF","Building Young Futures","Building Young Futures","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Masaka","Bangladesh Rural Advancement Committee","Post-completion","Basic Education","-0.4131","31.6732"
"5","UNICEF","Building Young Futures","Building Young Futures","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Mubende","Bangladesh Rural Advancement Committee","Post-completion","Basic Education","0.5405","31.4759"
"5","UNICEF","Building Young Futures","Building Young Futures","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Mbarara","Bangladesh Rural Advancement Committee","Post-completion","Basic Education","-0.6666","30.6696"
"5","UNICEF","Building Young Futures","Building Young Futures","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Kabarole","Bangladesh Rural Advancement Committee","Post-completion","Basic Education","0.5927","30.3248"
"6","UNICEF","Fostering childrens access to effective services and systems for improved health and protection aimed at keeping children alive and safe ","Fostering childrens access to effective services and systems for improved health and protection aimed at keeping children alive and safe ","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Nakapiripirit","C&D","Post-completion","Basic Education","1.8503","34.7216"
"6","UNICEF","Fostering childrens access to effective services and systems for improved health and protection aimed at keeping children alive and safe ","Fostering childrens access to effective services and systems for improved health and protection aimed at keeping children alive and safe ","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Napak","C&D","Post-completion","Basic Education","2.3523","34.3765"
"7","UNICEF"," Reintegration of Girls formerly associated with Armed conflict in Northern Uganda"," Reintegration of Girls formerly associated with Armed conflict in Northern Uganda","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Agago","Christian Couseling Fellowship","Post-completion","Basic life skills for youths and Adults","2.8801","33.4365"
"7","UNICEF"," Reintegration of Girls formerly associated with Armed conflict in Northern Uganda"," Reintegration of Girls formerly associated with Armed conflict in Northern Uganda","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Pader","Christian Couseling Fellowship","Post-completion","Basic life skills for youths and Adults","2.8702","32.7704"
"8","UNICEF","Establishing and Strengthening Community Based ECD Centres in Kaabong, Kotido and Napak Districts, Karamoja Region ","Establishing and Strengthening Community Based ECD Centres in Kaabong, Kotido and Napak Districts, Karamoja Region ","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Kotido","Community Support for Capacity Development","Post-completion","Basic life skills for youths and Adults","3.0061","34.1125"
"8","UNICEF","Establishing and Strengthening Community Based ECD Centres in Kaabong, Kotido and Napak Districts, Karamoja Region ","Establishing and Strengthening Community Based ECD Centres in Kaabong, Kotido and Napak Districts, Karamoja Region ","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Kaabong","Community Support for Capacity Development","Post-completion","Basic life skills for youths and Adults","3.5124","34.1337"
"8","UNICEF","Establishing and Strengthening Community Based ECD Centres in Kaabong, Kotido and Napak Districts, Karamoja Region ","Establishing and Strengthening Community Based ECD Centres in Kaabong, Kotido and Napak Districts, Karamoja Region ","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Napak","Community Support for Capacity Development","Post-completion","Basic life skills for youths and Adults","2.3603","33.9101"
"9","UNICEF","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Abim","Doctors with Africa CUAMM","Post-completion","Basic life skills for youths and Adults","2.6883","33.7296"
"9","UNICEF","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Nakapiripirit","Doctors with Africa CUAMM","Post-completion","Basic life skills for youths and Adults","1.9702","33.975"
"9","UNICEF","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Moroto","Doctors with Africa CUAMM","Post-completion","Basic life skills for youths and Adults","2.4811","33.9441"
"9","UNICEF","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Napak","Doctors with Africa CUAMM","Post-completion","Basic life skills for youths and Adults","2.3373","33.954"
"9","UNICEF","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Kaabong","Doctors with Africa CUAMM","Post-completion","Basic life skills for youths and Adults","3.5884","33.96"
"9","UNICEF","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Amudat","Doctors with Africa CUAMM","Post-completion","Basic life skills for youths and Adults","1.9534","34.9438"
"9","UNICEF","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","Responding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and NapakIntegrated package of maternal and newborn health (MNH) interventions in the five districts of KaramojaResponding to Chronic Emergency in Karamoja Phase IV Abim, Amudat, Kaabong, Nakapiripirit Kotido, Moroto and Napak","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Kotido","Doctors with Africa CUAMM","Post-completion","Basic life skills for youths and Adults","2.9861","33.9091"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Nwoya","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","2.7209","32.017"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Nebbi","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","2.4742","31.1869"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Kyenjojo","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","0.5251","30.7421"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Amudat","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","1.8056","33.951"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Zombo","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","2.5135","30.9087"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Kaabong","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","3.4015","33.9111"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","28/01/2013","29/04/2013","28/07/2013","29/10/2013","Moroto","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","2.515","33.957"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Nakapiripirit","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","1.8334","33.979"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Kotido","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","3.2648","33.96"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Napak","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","2.2943","33.953"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Apac","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","1.9833","32.5333"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Buliisa","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","2.03","31.537"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Amuru","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","2.9668","32.0837"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Abim","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","2.7203","33.5828"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Mubende","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","0.4636","31.38"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Arua","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","2.9381","30.909"
"10","UNICEF","Strengthening peace building, education policy and practice at national and regional level","Strengthening peace building, education policy and practice at national and regional level","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Kyegegwa","Forum of Education NGOs in Uganda (FENU) ","Post-completion","Basic life skills for youths and Adults","0.4818","31.055"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Kotido","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","3.015","33.9181"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Nakapiripirit","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","1.8882","33.987"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Amudat","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","1.9674","33.9031"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Abim","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","2.6384","33.6977"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Moroto","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","2.58","33.9001"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Kyenjojo","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","0.6719","30.7091"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Amuru","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","3.0277","32.0877"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Kabarole","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","0.5088","30.192"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Mubende","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","0.5745","31.4479"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Pader","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","2.9071","32.7185"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Kaabong","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","3.4445","33.9171"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Lamwo","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","3.451","32.8444"
"12","UNICEF","STRENGTHENING PARLIAMENATRY OVERSIGHT","STRENGTHENING PARLIAMENATRY OVERSIGHT","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Kyegegwa","The Uganda Assciation of Women Lawyers","Post-completion","Basic life skills for youths and Adults","0.4718","31.059"
